nKids,energyChildrenThreshold,speed,pfSize,cause,t,age
1.0073525783058668,3.588961980578378,5.456873287674189,9.815389211192649,breed,0,1
2.7220185732055024,1.6211014570198765,3.372478210758156,4.143039235221018,breed,0,1
2.653126085948877,2.8808734565312104,2.9202914187065554,8.98913540184543,breed,0,1
1.6894235898462937,1.4095063394025305,5.303558003788578,5.990770228863589,breed,0,1
2.4168636999714015,7.2240696977183525,1.8841477795932906,9.732324182420873,breed,0,1
2.7685533902966135,5.028642650489366,2.57162624869079,8.019012315640017,breed,0,1
1.1877225849820707,4.280993925656706,3.45978119874217,6.846597104190453,breed,0,1
2.4268869984703647,4.611441091958539,2.4934442662821246,4.438880008585311,breed,0,1
0.48914958296170197,1.7873768400127332,4.242924454364717,6.041879789600731,breed,0,1
1.3447503985634288,6.147101503923081,1.7523767998539777,5.95455334985377,breed,0,1
1.222959385849154,5.359763961043515,5.8617239678024,6.190942443162613,breed,0,1
2.9025961633329778,4.094722727964375,2.886526103824969,6.756784099299873,breed,0,1
1.9220361466858904,1.6638643388193133,5.377959268166683,7.428676493555049,breed,0,1
1.0566915714979688,4.941932063555147,3.288837103099655,8.852999470394293,breed,0,1
0.9587491231964147,2.786855933276329,3.876031420190225,4.861716176177567,breed,0,1
0.7545736569994107,1.4166321585550996,4.431287121008113,4.117675240393819,breed,0,1
1.6290796328680925,1.1952207550196299,5.7845769743682895,6.307160244257348,breed,0,1
2.761719511292476,0.07551690442068715,1.6097196852111746,8.243103316231398,breed,0,1
1.510611710908993,3.289455055993617,2.5122225751105405,4.3049935892623274,breed,0,1
0.6534889406933364,1.1752972598121474,4.836961701095049,4.209336328903339,breed,0,1
2.182437695520706,1.9298771597276416,5.408424316289096,5.872450429316973,breed,0,1
1.602421768343163,3.5352357301932518,5.312071314605518,9.441672882024138,breed,0,1
1.5184595655507227,3.944979265268612,3.765091179914463,6.518793173778671,breed,0,1
0.7629009599070226,5.0210712213103,3.5945931893131275,9.074130513295367,breed,0,1
2.371408696023347,2.567934805300914,2.6223433037106174,9.157118403247772,breed,0,1
10.012481508538666,7.407256073310809,3.214668093134253,9.722932632481225,natural,0,1
3.619141919156496,7.132698565754253,4.873572648775731,4.905391918796915,natural,0,1
