nChildren,energyChildrenThreshold,toEnemies,toFriends,genomeThreshold,t,age,causeOfDeath
13.825690521765306,7.441897914284551,0.6796550748324899,2.7802581940775735,1.7576849883480117,51,53,accident
14.201947951909514,9.864830477515184,-2.2579419101776663,-1.9905279505956566,0.7734601096375209,56,58,accident
10.911858104825527,13.160085824730203,1.1849897902142832,-2.506822581957341,1.9344326465901671,56,58,accident
10.576092909262343,14.771972775536272,0.70362593877935,1.2791028919396243,1.5793095620108641,74,76,accident
8.957104526079469,7.174497680913552,-2.630025304695144,-0.42066544875805745,0.5585229941405669,93,95,breed
8.704498922637505,6.6184450936621815,-2.3630612092921095,-0.5375027727295394,0.5682402808477518,101,8,accident
9.34968791630517,7.038916622119177,-2.644871716603253,-0.14681626268373638,0.5193414418536505,108,15,breed
8.600891451794414,7.4402562532184255,-2.687534413603207,-0.5652582370055828,0.6345057666233189,112,19,breed
9.751130661385483,6.387192678913389,-2.480756484621101,-0.14582588079598047,0.46090007703843744,112,4,accident
9.787017556464956,7.609095967176804,-2.920059957688694,-0.15117950545022696,0.43120020777721757,120,12,breed
9.124349030445348,7.54075546582666,-2.920749500018334,-0.15490888639753075,0.5383011703364067,122,14,breed
9.54981435722485,7.9004534824052355,-2.953480973305322,-0.3220611845015222,0.4541139178645199,130,8,accident
8.932878403239592,7.8708360698081625,-2.517824510630419,-0.28829099474748654,0.6658159714248821,131,19,breed
8.42065309152908,7.115112432500648,-2.738513310593704,-0.62708049172242,0.7199094148661427,134,22,accident
8.582636001286653,6.815200300902516,-2.8998886436945135,-0.573031068722885,0.535131558555155,134,22,breed
8.859874878269721,6.911586305744458,-2.845313041915265,-0.4800785496393316,0.6037930963817749,137,3,accident
9.143949899255887,7.555587572629691,-2.912715799659726,-0.25676521562927235,0.4566009239014777,138,16,breed
9.495837457062198,6.938929414140853,-3.0238214003123844,0.09642368409467572,0.5815114346876229,140,18,breed
9.720550226116172,6.599505043164248,-3.0858707844142295,0.37557962371853515,0.6334184211247215,142,2,accident
8.47177658084408,7.331574516302531,-2.768489934206625,-0.4465190231255862,0.682996621163686,144,13,accident
9.942270275544109,8.2067392243615,-3.197014847566402,-0.11801862326347745,0.3772674807293612,146,26,breed
7.916259055809539,6.440319826181479,-2.836890242604215,-0.44964212702936557,0.5639704137700514,148,14,breed
9.139328838974981,7.5000021932376875,-2.673800549972122,-0.08568543908039405,0.3828113006632192,149,29,breed
9.077208997020193,7.272051540522202,-2.921678558206438,-0.3170875894742502,0.41333310151326075,149,11,breed
9.428919792504479,7.9076106348139765,-3.1274445987126334,-0.361655328990627,0.39311169580550576,150,12,accident
8.661725884782019,7.607762200007947,-2.754650788741823,-0.17574020755200337,0.6150179079090261,150,19,breed
8.265782228910638,8.346516472050382,-2.774204490007012,-0.3832720610070388,0.567071647127029,152,21,breed
8.750406055187408,7.587144983091807,-2.6924607438003547,-0.38534397827141476,0.4405618178070725,155,17,breed
9.148672901454129,6.811488803850677,-2.698932610902582,0.013607178213031368,0.4002482053405668,155,6,accident
9.261995235947015,8.111365758003199,-2.772110886505797,-0.5549100583887685,0.5097398073555708,157,2,accident
8.855611846718839,7.024160866188688,-3.314552971822828,0.058016172060653126,0.6632105492526854,158,18,breed
8.342445066819725,5.829317275297629,-2.5962987663328945,-0.357771501164752,0.4694571731770545,160,12,breed
8.252806509682681,6.592663363594978,-2.96726060296228,-0.5037226904975669,0.6272146915350035,160,12,breed
9.318758240724115,8.687277900930816,-2.898713177524632,0.1739193016525027,0.3300041771691597,161,15,breed
9.384076274413026,7.211084803691961,-2.688510674464296,-0.11579754763553929,0.4728641442917887,163,14,accident
7.770901091575805,8.302321702279489,-2.4838872364748905,-0.3286425919872702,0.6003650050604996,163,11,accident
9.579980921172222,6.955280323088607,-2.693635750229249,-0.2753470735946024,0.38284994277633927,164,44,breed
9.129210168601544,7.173109326521067,-2.6569392439782824,-0.39653802418357964,0.5210590334438356,164,9,accident
9.519862160796666,8.380300824308522,-3.437613582167289,-0.023034704548629215,0.34971195693409657,165,19,breed
8.737280112405745,8.290171618700912,-2.5361203025023116,-0.13331818998749423,0.5868800365218154,166,14,breed
9.441064398434646,8.01611141929731,-2.5652791185306056,0.006637004386790046,0.416407873507736,167,18,breed
8.774663913827368,6.718984005786034,-2.989178877311051,-0.48179070010890257,0.6230909663919211,167,33,breed
8.857208426311942,8.950717625814596,-2.9659920316392725,-0.5499505556447581,0.5492393327822003,167,15,breed
8.74681755078412,5.812818042181066,-2.775586671319834,-0.2165753997523665,0.5627637916736424,167,7,accident
9.596606817213473,8.880610037970946,-3.1381298069024126,-0.2899527904283512,0.3678791140109231,168,22,breed
9.144776072293135,8.468273106059852,-3.207566181632526,-0.3440397375902462,0.5746187313506428,168,1,accident
9.191528869281388,8.253528681031689,-2.7954722030033388,0.3353624957203518,0.2954205298896629,170,9,accident
8.9495189334056,7.254797492453005,-2.5745552826483387,-0.2412672585277611,0.5914532240582355,170,20,accident
9.257802753211777,8.554854448065546,-2.537133506313992,-0.0537038947860502,0.43501031654994293,172,5,accident
8.493478015034775,7.399499962554111,-3.447090224212795,0.30857798800977276,0.7501392398812188,172,14,accident
8.58877600251276,6.978505001857181,-2.942463941360746,-0.47648726091077087,0.686649917040991,173,13,breed
7.9137759519831725,6.559607662803556,-2.687892627705358,-0.27309854643967224,0.6209798801008771,173,13,breed
8.173514284467423,6.1071805010612215,-3.243919201287172,-0.6625235336133,0.6640231640702103,173,6,accident
8.29616829279111,6.593132869331489,-3.0829736920525965,-0.6839939173535985,0.5884845242233939,174,14,breed
7.873008919936369,6.514300651301506,-2.3108598669741007,-0.6164784528868328,0.5306449200952223,175,15,breed
9.516884004517397,6.5738154587803175,-3.4243939358375215,0.22286530441235364,0.6884367247260368,175,17,breed
10.0151353901745,6.506530004151384,-2.850297057088716,0.3916576651074797,0.5892134472149329,176,36,breed
9.066857771853359,8.397530398005465,-3.3152199822925246,-0.11574136527629397,0.365651833647045,176,8,accident
8.569011921385398,8.202542650595863,-2.5412938958812594,-0.16131226191593395,0.6400575940682607,177,27,accident
9.618031764938983,7.780240141180116,-2.677053243875195,-0.29406614901411565,0.5063095274343697,177,28,breed
7.271429281096907,6.703396273736553,-2.2214934514952263,-0.7494656865831946,0.6190364379720144,179,4,accident
8.739952941595181,7.185443070856688,-2.8151648758425845,0.08414172200676262,0.4151157414113026,179,30,breed
7.645084885641708,6.073394346610694,-3.0366572774701175,-0.9269885653193728,0.5179476532011338,180,6,accident
9.232383304743982,8.51856843979219,-3.2497387961092894,-0.5340190284258837,0.29656342379927825,181,13,breed
8.27703855543114,5.417356186188476,-2.359093402585087,-0.14277606594148073,0.38085082006046084,181,21,accident
8.958507029913317,8.545688575822542,-2.3183370569666817,-0.25001765035154166,0.6019623086031022,181,15,accident
8.858893641336754,8.702884586435463,-3.146682392864023,-0.7041995841870041,0.4511274673508898,182,15,breed
8.229985782388635,6.694933019251501,-3.2027957961726163,-0.7150688540177104,0.5093606756123576,182,8,breed
10.140742175255014,7.341649592493899,-2.409596924950677,-0.2904429892635565,0.4662788195100745,182,18,breed
8.779446734181999,8.961771321299661,-2.4861870641828236,-0.42221697615039355,0.6605037146299823,183,17,breed
9.981347085126034,8.943477057595334,-3.098550853881764,-0.3857369643104813,0.4677095838700517,184,16,accident
8.883686924502788,8.182984210858173,-3.633653776495425,0.2068959548822744,0.31246062460750446,184,19,breed
10.42304041492088,7.151683355219777,-3.0456924562192054,0.422342757543257,0.6522932996374836,184,8,accident
9.814624557766873,6.6106835672127175,-2.8742087892661647,-0.48002698333655935,0.318911984427506,185,21,breed
7.931680841955249,7.600479490469338,-2.7680549484398664,-0.5704481536045218,0.6199133489598907,185,12,breed
9.282229750266259,8.843811298646834,-3.1348490637984945,-0.5056074900313039,0.6373670772967122,185,18,breed
7.967094492946431,6.9586434696895765,-2.9044651205146925,-0.33877321764481394,0.7311733387807535,185,12,breed
9.215111107117178,6.400702005875728,-3.1346267935545207,0.41300689744056207,0.5980355667815465,186,11,breed
8.76040621777504,8.287350054350693,-2.585601031626708,-0.15838022287583708,0.49495465491406054,186,20,breed
7.785491049666504,6.303660850348846,-2.727967247871114,-0.36476171618476805,0.614682757902778,187,14,accident
9.716371322488625,6.117870829160086,-3.6023795666460767,0.2806917667441775,0.7569795664515783,187,12,breed
10.651119630773605,5.932243923483748,-2.7553104331697025,0.33994641384756985,0.6067837829689742,188,12,breed
9.537024061415476,6.948234607684286,-3.1838958982678918,0.2592066519477654,0.6571903312496468,188,2,accident
8.483503543157177,7.389378834977009,-2.839960080195475,-0.6985953817825497,0.6365003853915147,188,21,breed
8.68447436068439,5.903606776666134,-2.9974716907418206,0.6628173296459643,0.5320916273953872,189,3,accident
9.61898554769492,8.293126254542539,-2.856021056871152,0.15155611745312125,0.4930659780428728,189,22,accident
8.064538023332933,5.821723179892668,-2.0227073868649974,-0.8234067093500217,0.6235593673454602,190,15,breed
9.21004740632322,6.709049038595695,-3.278072280663611,0.4590036259471697,0.5962405747627955,190,15,breed
10.457002779078742,6.667169732025475,-2.8385561039458906,-0.6669722290630298,0.40761289276101076,190,5,accident
8.855641730839647,6.359154312737322,-2.8321202558034066,-0.6971144749761802,0.6226141014589093,190,17,breed
7.256855551257087,6.913367028330964,-2.543329858355882,-0.8873991724339869,0.5674467607522189,190,15,breed
8.360063172388124,7.041220477364169,-2.4090954359983927,-0.11043904258395809,0.555012136231781,190,17,breed
10.336691265014611,7.831338727519354,-2.516578518298842,-0.47009120926431525,0.4371761497161488,191,9,accident
8.73845200353757,6.316885881903131,-2.7969658180951944,-0.9506091984109224,0.5885769832375344,191,17,energy
9.252261597052637,8.88678033441565,-2.389124718650689,-0.2868998358164898,0.7468810547642839,191,8,accident
10.385367611760245,5.950759684998539,-3.0624939061886582,0.26851672682132754,0.6072787007561731,193,17,breed
10.23931875829206,7.288282657170817,-2.744294908794297,-0.31711033974273795,0.23787253349930537,193,8,energy
9.357304918481624,6.616040018375718,-2.976419281112084,0.1762229929106347,0.4148951464673607,194,15,breed
8.916274691985429,6.371248347171794,-3.265836442699843,0.6275111199082004,0.5936750587483015,194,8,accident
7.745403597319786,6.430589631346849,-3.224106420128282,-0.8414462835346912,0.5435186664432412,194,12,breed
11.337793530333121,5.574325195050536,-2.7990352441200215,0.17571013075964048,0.5527340990808712,195,7,accident
9.081586755368324,7.295948330725497,-2.701983126818127,-0.0899915886749092,0.4638988336813056,195,31,breed
8.71347991964472,9.06093364550498,-3.494412080238465,-0.7674642530114424,0.31344514382500516,196,15,breed
7.359225616655703,6.838083906973491,-2.484631609523372,-0.5934942157825258,0.5160067507169691,196,6,accident
8.200920640496387,7.215222271911102,-3.189881155129089,-0.67634717412137,0.5328888929290817,196,14,breed
8.682716718004224,6.675811806161391,-3.195918973441194,-0.3725768207036384,0.6376614528293049,196,29,breed
8.343067107324712,7.049974646869927,-2.553592281336407,0.1879307990072232,0.38117189074043983,197,18,breed
10.716525579160962,7.473723419650028,-2.227518172360087,-0.1343431743396173,0.41761676910368173,197,15,breed
9.555192292835418,6.645477338800255,-2.6075309538259033,-0.7331259813959541,0.3727411496909747,197,12,energy
7.577339753196579,6.3181670600074105,-2.6280874208300524,-0.21362139641285083,0.7046018716342503,197,12,breed
8.625282972056334,8.668634201070137,-3.34720642553408,-0.710555047437861,0.5201858910656629,198,16,accident
8.8845409455631,7.343122356951781,-2.568595441585522,-0.520846644606161,0.5671160913413845,198,10,breed
7.622068589032487,6.880870476697519,-3.2119179012526686,-1.0361118521407673,0.49201801955011615,198,4,accident
8.506735874775613,8.519239340201528,-2.4933327988950165,-0.5256061441390529,0.5727546881584593,198,15,breed
9.7072741490197,9.094024633327352,-3.10979667996027,-0.3447830362452349,0.6832986363961615,198,13,breed
8.248158348148644,6.805926840403341,-3.0604683753062307,-0.9727351458170572,0.5941795595890194,198,4,accident
9.14480261673938,8.13725328612779,-2.355421588626961,0.004133264757280486,0.5486803542333547,198,12,accident
9.2600926749931,8.29314630341616,-2.949087790808475,-0.7131500475463852,0.5497632825228046,198,13,breed
10.024403121779642,8.306145511068351,-3.5832887877154325,0.16162376446358584,0.25553796991473127,198,33,breed
8.812349379750312,8.652230618804142,-2.9999574850255666,-0.7914222617304838,0.36790284154540076,199,18,accident
8.007741428166318,6.697828676250078,-3.0906718703113754,-0.32392515086724405,0.5995749355377298,199,51,breed
8.983870620286236,7.122573500680188,-2.32975298273124,0.22898219684119336,0.394722552617621,199,2,accident
9.848354407469994,8.920682552461546,-3.4416775403024498,-0.7518975976771212,0.3452304104206346,199,18,breed
7.697340182405438,7.004364689157575,-2.6655139783077946,0.047241617291583715,0.40801466587259816,199,2,accident
8.60190606035915,7.466548059060522,-2.728652090315812,-0.848595539901118,0.704784064470721,199,14,accident
8.056990461612948,6.355947025444383,-3.4310905789932735,-0.3745029437948104,0.5536385221550344,200,4,accident
8.515319170128906,8.32183336763356,-3.2976017148768144,-0.6032797358042341,0.5424902357102358,200,18,breed
9.467202558119746,9.049966011628614,-3.343879753545675,-0.7635282193536188,0.5439644734580011,200,18,breed
8.851650860188316,8.783498724073029,-2.5325199695486695,-0.3102163810818239,0.4690623308011228,200,14,breed
8.820988011175956,6.770500333528382,-3.3314126740736314,-0.4489434727810835,0.5104242549830716,200,18,breed
9.664473907499554,6.888923159834295,-2.862315526181092,0.19371148740862942,0.49523038120181234,201,6,accident
8.919335653301005,7.645894999526136,-2.392546604261242,-0.34611370258037777,0.4804846894402483,201,15,breed
8.65582001933039,8.589857328025957,-2.305600764241982,-0.36950886450637377,0.6459557198568933,201,3,accident
7.961089442757511,6.736502611162642,-2.890105626533233,-0.16044723322547938,0.6614173490910753,202,17,breed
11.308663910579162,6.168484628841531,-2.581622377888301,0.4788713630422068,0.5930047709623686,202,14,breed
10.592100770142896,5.588375288334196,-2.957819497257604,0.18653893116621934,0.6771853649025413,202,9,breed
7.203970014881645,7.316848826051196,-2.7712229681765743,-0.9354794868094345,0.5749447157284243,202,12,breed
9.93559021766843,6.67159286191435,-3.6125976070082686,0.4276983527485716,0.8028143256650165,202,15,breed
10.065498771537461,8.464944296310044,-2.633175193849053,-0.23904260035577884,0.5429751559084184,203,26,energy
7.824222122155711,6.730044062198264,-2.842464866172349,-0.3390694239127572,0.6423276820210164,203,6,accident
9.268846360815939,6.762829884778362,-2.5363128954151666,0.22483456487146158,0.43775672751679773,203,24,breed
7.364815780602474,6.064678590038458,-2.114608396806558,-0.5700541721311856,0.5275297014879523,204,14,accident
8.981416996378845,6.79165740074824,-2.982859035505788,-0.9143671318334228,0.672354140834833,204,14,breed
8.251841148401983,6.445536863074568,-2.439302702919697,0.36114985710009195,0.2929385021575253,204,7,accident
9.271251412874118,9.10171689957247,-2.9395110972739618,-0.32745835676862667,0.6102784809037098,204,19,accident
9.329377125597654,6.508708144647697,-3.6407399794447723,0.3602700932105387,0.7134604325151798,204,17,accident
8.60949552369695,6.689153936848631,-3.1337877174898634,-0.10479456268150056,0.5463249308168333,204,5,accident
9.798954935715138,8.947136189478645,-3.310758913096493,0.38930062206645877,0.21340611880551813,205,7,accident
9.845777201317015,5.254508503068248,-3.2477423281640947,0.41601371868996306,0.6566144920151405,205,12,breed
8.821027657871934,8.262736326831119,-2.2187536006694417,-0.5720884870261567,0.4694455635617787,205,4,accident
8.96139252894505,7.161429879765175,-2.55476224987653,0.1162436326468348,0.49593911031367616,206,11,murder
8.298939773930051,8.447312499217789,-3.574331115219235,-0.8873795906069031,0.28114503068482594,206,10,breed
6.67119565047098,7.494601428609675,-2.810923553679119,-0.7972136948697743,0.5479173389066425,206,4,accident
6.884956875544477,7.434346112388793,-2.618029692628152,-0.7403496799397846,0.5425415878388958,206,16,breed
9.64566658431721,9.679190958168714,-3.59667684729508,-1.0517010313887716,0.46853016111015733,206,6,accident
9.025338433792076,7.973176127253379,-2.295660698887067,-0.7113467213568647,0.5217162414256676,206,8,accident
9.231566597840512,6.152995477529556,-3.3561902735992772,-0.22457389440060727,0.7034683968566152,207,11,energy
9.683131562746825,8.7176670521701,-2.9273385584114404,-0.2812246043387603,0.6800871838473121,207,9,accident
7.980078186433096,8.54175798158112,-2.5905765641776317,-0.8049264535286658,0.5206092602033436,207,9,accident
9.455218688640823,6.318600213494556,-3.0542114473673405,-0.16137573300161545,0.5608594202492694,207,7,energy
9.4126653315543,5.6513907798478895,-2.9971912456427416,0.35470995383243453,0.6500524926490971,208,3,accident
9.35249956987554,5.165980967769007,-3.359745322704606,0.2828073252018406,0.579473364446558,208,3,accident
8.847287801813671,8.460653966882571,-3.323394524639562,-0.3506937559727934,0.46392686074907297,208,8,accident
8.98297026766297,6.082826474333719,-3.3453862135790144,0.4230408170934279,0.5989048835446567,208,18,energy
7.385364597083512,5.915228703373423,-3.147715122748993,-1.080294044605113,0.565193717368933,208,14,breed
9.038593826538467,7.224227859191133,-2.5791769654854595,-0.09085635761839495,0.48490887642353897,208,13,breed
10.347401292449486,9.065656894157758,-3.058056008278033,-0.1958261102109664,0.7479423808685259,208,10,accident
10.145279129927067,6.449270950268131,-3.506794796235064,0.22263894061757394,0.8260727315813367,209,7,accident
8.146744642656845,7.555528487436433,-2.8993473602932,-0.7778117355983065,0.729713070122522,210,22,breed
8.319413452686518,7.569874872988325,-2.5942696009587856,0.11046460262627988,0.5096376782139448,210,20,accident
8.521975953450788,6.795873331887887,-3.0718177927269754,-1.1296667247263577,0.6641649465237224,210,6,accident
10.0035196799019,8.214964562615565,-3.0345094388719973,0.2502027386026606,0.4056633836079141,210,49,breed
7.487359607638725,7.440878882358627,-2.412414497866769,-0.7053521558244418,0.5465693813927917,210,4,accident
10.769450178621808,7.29110125397315,-2.203984391116491,0.1185593252436874,0.4909140436897329,210,13,accident
9.872031506656585,6.090727837264286,-3.6940698251158017,0.21758680928600427,0.7129316232049663,211,24,breed
7.189190644081798,6.599683369471123,-2.8172513344887102,-0.4050906336578537,0.6867601617578125,211,14,accident
9.449204718297644,7.694192980402694,-2.784862614960197,-0.4656331121715538,0.6268827995183219,211,13,breed
8.647926426469546,9.26378805668626,-2.3361907757428644,-0.05666022489947231,0.5666692068760915,211,11,breed
7.667856759774922,7.141199304641317,-2.8256138604944248,-0.9464076304839248,0.775569273298331,212,2,accident
8.854541964073057,8.106192848191613,-2.4579549149268782,-0.37943886611146116,0.5107385402133405,212,11,breed
7.942331978820829,9.13209433239709,-2.739458580139529,-0.6433392817633958,0.6384997748075706,213,15,breed
9.28100131124838,7.012653482255951,-2.931853441453646,0.3627828272303151,0.5136810953422671,213,19,energy
6.863116498146166,7.049583376259532,-2.946401945079488,-0.8916619332037099,0.6166827951601608,213,11,breed
8.561755399197592,6.32023478468552,-2.9124420237578876,-0.769495649935064,0.6197839136591888,214,10,accident
8.983954224862979,8.707954604940344,-2.293880396082034,-0.04848720727111999,0.4551207653952758,214,14,accident
10.146186830543126,5.527438816526633,-3.1717231964436268,0.3179929079551975,0.6479915815542481,215,13,accident
6.893424234642026,8.015163223824018,-2.681949652128877,-0.9384733963792602,0.6208981501777571,215,9,accident
7.021092365291313,7.347952328854994,-2.8640191012555576,-0.7375761493122823,0.6329948730033548,216,14,accident
8.486497214970484,7.070066396304883,-2.8353047469301194,-0.17852796798738657,0.5085303835878391,216,61,accident
8.615167459218645,8.405442312201938,-2.5304445562377427,-0.5925643132795022,0.7250990697857823,217,34,accident
9.4224531282186,6.615940236577539,-3.0731846487082453,-0.6298332881229887,0.6458864511074162,217,13,breed
8.555397849560979,7.981692312397639,-2.670862908296508,-0.40617349841187167,0.5651999527013165,217,5,accident
9.418306722400837,5.686929447339997,-3.046025417079927,-0.9938660168489712,0.5985429724243689,217,27,breed
8.232772586940486,6.9824129251840015,-3.1602060473559304,-0.1833232870563526,0.7355579064735702,217,15,breed
8.397227870775591,7.24945105025582,-2.7781934171472353,0.0961523182915407,0.7450118333204648,217,15,breed
9.300553273680837,7.468158817116758,-2.5431542705524586,-0.29538547097643164,0.5909902701916795,218,41,accident
11.121290374186671,8.161901394935846,-2.1316625930880373,-0.23357905381928346,0.4838888931146589,218,21,breed
9.3061779282052,8.211953577323365,-2.286366357080203,-0.47889187568183766,0.5131566661020587,218,17,breed
9.778218723090841,8.22796085146733,-3.6917084364995465,-0.13630313524986892,0.2874000993139413,218,20,breed
9.354880114794422,8.262204526198069,-3.0961861026094546,-0.4661075986275671,0.4689781308995103,219,21,accident
11.199359186295123,5.304117109020422,-3.1097769909661293,0.09977650938345484,0.7422184089061448,219,17,energy
7.7495463783745855,8.79478510373459,-3.644235750792837,-0.690950846591333,0.32744926009475306,219,13,accident
8.240990455951367,7.033056414514516,-3.1032051542675263,-0.38536392774017525,0.44480690091157027,219,23,breed
9.013346007670927,6.0038829042798225,-3.097499752847051,0.4378461310906152,0.38387062153597784,219,25,accident
8.749468428723564,6.87970051768164,-2.3007166642833763,-0.29014588185139356,0.48544856261625347,220,12,accident
9.529176310486731,6.950028686337452,-2.2605593799374724,0.45836702066490354,0.4444697603671369,220,17,energy
10.130778128467009,7.3763629221538425,-2.440559229798647,-0.10124198299672349,0.3685086813818875,220,23,energy
10.217771132005554,8.906402005843525,-3.245690888033419,0.08157732545021013,0.32843734534490215,221,11,energy
9.980140851667521,5.358009320087254,-3.2870985951771634,-1.2720071941387578,0.611264769082492,221,4,breed
10.31003406259235,7.885771747694138,-2.8548946040592798,-0.009229694041599679,0.44469358752351235,221,11,accident
11.113472837271782,8.014357446101714,-2.4029112358361475,-0.11976714573997427,0.5183719035752501,221,3,murder
8.149363558796214,7.608376148596589,-3.10245800465992,-0.26008366845625863,0.6806036557082487,221,4,accident
10.44975609708142,7.047629594137165,-3.4408838182485657,0.1637013453944265,0.7473937292149223,221,19,accident
7.084273433505999,6.462666409800139,-2.6561152892519555,-0.6797076923232588,0.6691195971368572,222,9,accident
10.064949253726542,8.328291413032904,-2.7683973661003813,-0.17778100704354882,0.6017496630835713,222,11,accident
